code,name,definition,source,has_definition,num_synonyms
Q31.8,Other congenital malformations of larynx,Atresia of larynx; Congenital cleft thyroid cartilage; Congenital fissure of epiglottis; Posterior cleft of cricoid cartilage; Absence of larynx. A congenital deformity in which there is no laryngeal structure.,NCI,True,11
Q31.9,"Congenital malformation of larynx, unspecified","Congenital malformation of larynx, unspecified",ICD10_XML,False,4
Q32,Congenital malformations of trachea and bronchus,Congenital malformations of trachea and bronchus,ICD10_XML,False,4
Q32.0,Congenital tracheomalacia,"Congenital tracheomalacia. Congenital tracheomalacia is a rare condition where the trachea is soft and flexible causing the tracheal wall to collapse when exhaling, coughing or crying, that usually presents in infancy, and that is characterized by stridor and noisy breathing or upper respiratory infections. Tracheomalacia improves by the age of 18-24 months.",ORPHANET,True,4
Q32.1,Other congenital malformations of trachea,"Congenital tracheocele; Congenital malformation of trachea; Atresia of trachea; Congenital stenosis of trachea; Congenital dilatation of trachea. A rare, fatal congenital malformation in which the trachea is severely underdeveloped.",NCI,True,10
Q32.2,Congenital bronchomalacia,Congenital bronchomalacia,ICD10_XML,False,4
Q32.3,Congenital stenosis of bronchus,Congenital stenosis of bronchus,ICD10_XML,False,4
Q32.4,Other congenital malformations of bronchus,Agenesis of bronchus; Absence of bronchus; Atresia of bronchus; Congenital diverticulum of bronchus; Other congenital malformations of bronchus. A developmental anomaly characterized by focal obliteration of the proximal segment of a bronchus. The bronchial pattern is entirely normal distal to the site of stenosis. [https://orcid.org/0000-0002-0003-6754],HPO,True,9
Q33,Congenital malformations of lung,"Congenital malformations of lung. A malformation in the lung that is present at birth. Representative examples include pulmonary hypoplasia, pulmonary agenesis, congenital lobar emphysema, and alveolar capillary dysplasia.",NCI,True,4
Q33.0,Congenital cystic lung,Congenital cystic lung; Congenital cystic lung disease; Congenital honeycomb lung; Congenital polycystic lung disease,ICD10_XML,False,7
Q33.1,Accessory lobe of lung,"Accessory lobe of lung; Azygos lobe (fissured), lung. A small lobe sometimes found on the upper part of the right lung, formed by an infolding of the pleura and separated from the rest of the upper lobe by a deep groove lodging the azygos vein.",NCI,True,5
Q33.2,Sequestration of lung,"Sequestration of lung. A developmental anomaly in which a mass of nonfunctioning lung tissue lacks normal connection with the tracheobroncheal tree and receives an anomalous blood supply originating from the descending thoracic or abdominal aorta. The mass may be extralobar, i.e., completely separated from normally connected lung, or intralobar, i.e., partly surrounded by normal lung.",MSH,True,4
Q33.3,Agenesis of lung,Agenesis of lung; Congenital absence of lung (lobe). An uncommon congenital abnormality characterized by either lethal complete absence of the lungs or varying degrees of underdevelopment of the lung parenchyma. It may be associated with other congenital abnormalities.,NCI,True,5
Q33.4,Congenital bronchiectasis,Congenital bronchiectasis,ICD10_XML,False,4
Q33.5,Ectopic tissue in lung,Ectopic tissue in lung,ICD10_XML,False,4
Q33.6,Hypoplasia and dysplasia of lung,Hypoplasia and dysplasia of lung; Congenital hypoplasia and dysplasia of lung,ICD10_XML,False,4
Q33.8,Other congenital malformations of lung,Other congenital malformations of lung,ICD10_XML,False,4
Q33.9,"Congenital malformation of lung, unspecified","Congenital malformation of lung, unspecified. A malformation in the lung that is present at birth. Representative examples include pulmonary hypoplasia, pulmonary agenesis, congenital lobar emphysema, and alveolar capillary dysplasia.",NCI,True,4
Q34,Other congenital malformations of respiratory system,Other congenital malformations of respiratory system,ICD10_XML,False,4
Q34.0,Anomaly of pleura,Anomaly of pleura,ICD10_XML,False,4
Q34.1,Congenital cyst of mediastinum,Congenital cyst of mediastinum,ICD10_XML,False,4
Q34.8,Other specified congenital malformations of respiratory system,Atresia of nasopharynx; Other specified congenital malformations of respiratory system; Oth congenital malformations of respiratory system,ICD10_XML,False,5
Q34.9,"Congenital malformation of respiratory system, unspecified","Congenital anomaly of respiratory system NOS; Congenital malformation of respiratory system, unspecified; Congenital absence of respiratory system. Congenital structural abnormalities of the respiratory system.",MSH,True,6
Q35,Cleft palate,"Cleft palate; palatoschisis; fissure of palate. Congenital fissure of the soft and/or hard palate, due to faulty fusion.",MSH,True,6
Q35.1,Cleft hard palate,Cleft hard palate,ICD10_XML,False,4
Q35.3,Cleft soft palate,"Cleft soft palate. Cleft of the soft palate (also known as the velum, or muscular palate) as a result of a developmental defect occurring between the 7th and 12th week of pregnancy. Cleft soft palate can cause functional abnormalities of the Eustachian tube with resulting middle ear anomalies and hearing difficulties, as well as speech problems associated with hypernasal speech due to velopharyngeal insufficiency. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q35.5,Cleft hard palate with cleft soft palate,Cleft hard palate with cleft soft palate. Cleft palate is a developmental defect of the palate resulting from a failure of fusion of the palatine processes and manifesting as a separation of the roof of the mouth (soft and hard palate). [https://orcid.org/0000-0002-0736-9199],HPO,True,4
Q35.7,Cleft uvula,Cleft uvula,ICD10_XML,False,4
Q35.9,"Cleft palate, unspecified","Cleft palate NOS; Cleft palate, unspecified. Congenital fissure of the soft and/or hard palate, due to faulty fusion.",MSH,True,5
Q36,Cleft lip,Cleft lip; harelip; cheiloschisis; congenital fissure of lip; labium leporinum. Congenital defect in the upper lip where the maxillary prominence fails to merge with the merged medial nasal prominences. It is thought to be caused by faulty migration of the mesoderm in the head region.,MSH,True,8
Q36.0,"Cleft lip, bilateral","Cleft lip, bilateral. A non-midline cleft of the upper lip on the left and right sides. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q36.1,"Cleft lip, median","Cleft lip, medial; Cleft lip, median. A type of cleft lip presenting as a midline (median) gap in the upper lip. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q36.9,"Cleft lip, unilateral","Cleft lip NOS; Cleft lip, unilateral. Congenital defect in the upper lip where the maxillary prominence fails to merge with the merged medial nasal prominences. It is thought to be caused by faulty migration of the mesoderm in the head region.",MSH,True,5
Q37,Cleft palate with cleft lip,"Cleft palate with cleft lip; cheilopalatoschisis. <p>Cleft lip and cleft palate are <a href=""https://medlineplus.gov/birthdefects.html"">birth defects</a> that occur when a baby's lip or mouth do not form properly. They happen early during pregnancy. A baby can have a cleft lip, a cleft palate, or both.</p> <p>A cleft lip happens if the tissue that makes up the lip does not join completely before birth. This causes an opening in the upper lip. The opening can be a small slit or a large opening that goes through the lip into the nose. It can be on one or both sides of the lip or, rarely, in the middle of the lip.</p> <p>Children with a cleft lip also can have a cleft palate. The roof of the mouth is called the ""palate."" With a cleft palate, the tissue that makes up the roof of the mouth does not join correctly. Babies may have both the front and back parts of the palate open, or they may have only one part open.</p> <p>Children with a cleft lip or a cleft palate often have problems with feeding and talking. They also might have ear infections, hearing loss, and problems with their teeth.</p> <p>Often, surgery can close the lip and palate. Cleft lip surgery is usually done before age 12 months, and cleft palate surgery is done before 18 months. Many children have other complications. They may need additional surgeries, dental and orthodontic care, and speech therapy as they get older. With treatment, most children with clefts do well and lead a healthy life.</p> <p class="""">Centers for Disease Control and Prevention</p>",MEDLINEPLUS,True,5
Q37.0,Cleft hard palate with bilateral cleft lip,Cleft hard palate with bilateral cleft lip,ICD10_XML,False,4
Q37.1,Cleft hard palate with unilateral cleft lip,Cleft hard palate with unilateral cleft lip; Cleft hard palate with cleft lip NOS,ICD10_XML,False,5
Q37.2,Cleft soft palate with bilateral cleft lip,Cleft soft palate with bilateral cleft lip,ICD10_XML,False,4
Q37.3,Cleft soft palate with unilateral cleft lip,Cleft soft palate with unilateral cleft lip; Cleft soft palate with cleft lip NOS,ICD10_XML,False,5
Q37.4,Cleft hard and soft palate with bilateral cleft lip,Cleft hard and soft palate with bilateral cleft lip,ICD10_XML,False,4
Q37.5,Cleft hard and soft palate with unilateral cleft lip,Cleft hard and soft palate with unilateral cleft lip; Cleft hard and soft palate with cleft lip NOS,ICD10_XML,False,5
Q37.8,Unspecified cleft palate with bilateral cleft lip,Unspecified cleft palate with bilateral cleft lip,ICD10_XML,False,4
Q37.9,Unspecified cleft palate with unilateral cleft lip,"Cleft palate with cleft lip NOS; Unspecified cleft palate with unilateral cleft lip. <p>Cleft lip and cleft palate are <a href=""https://medlineplus.gov/birthdefects.html"">birth defects</a> that occur when a baby's lip or mouth do not form properly. They happen early during pregnancy. A baby can have a cleft lip, a cleft palate, or both.</p> <p>A cleft lip happens if the tissue that makes up the lip does not join completely before birth. This causes an opening in the upper lip. The opening can be a small slit or a large opening that goes through the lip into the nose. It can be on one or both sides of the lip or, rarely, in the middle of the lip.</p> <p>Children with a cleft lip also can have a cleft palate. The roof of the mouth is called the ""palate."" With a cleft palate, the tissue that makes up the roof of the mouth does not join correctly. Babies may have both the front and back parts of the palate open, or they may have only one part open.</p> <p>Children with a cleft lip or a cleft palate often have problems with feeding and talking. They also might have ear infections, hearing loss, and problems with their teeth.</p> <p>Often, surgery can close the lip and palate. Cleft lip surgery is usually done before age 12 months, and cleft palate surgery is done before 18 months. Many children have other complications. They may need additional surgeries, dental and orthodontic care, and speech therapy as they get older. With treatment, most children with clefts do well and lead a healthy life.</p> <p class="""">Centers for Disease Control and Prevention</p>",MEDLINEPLUS,True,5
Q38,"Other congenital malformations of tongue, mouth and pharynx","Other congenital malformations of tongue, mouth and pharynx",ICD10_XML,False,4
Q38.0,"Congenital malformations of lips, not elsewhere classified","Congenital fistula of lip; Van der Woude's syndrome; Congenital malformation of lip NOS; Congenital malformations of lips, not elsewhere classified. A rare autosomal dominant syndrome caused by mutations in the IRF6 gene. It is characterized by a cleft palate and/or pits on the lower lip. Other signs and symptoms include absent teeth, palate and tongue deformities.",NCI,True,7
Q38.1,Ankyloglossia,"Ankyloglossia; Tongue tie. A severe congenital restriction of TONGUE movement, resulting from fusion or adherence of the tongue to the floor of the mouth. In partial ankyloglossia (tongue-tie) the LINGUAL FRENUM is abnormally short, or is attached too close to the tip of the tongue. OMIM: 106280",MSH,True,5
Q38.2,Macroglossia,"Macroglossia; Congenital hypertrophy of tongue. A rare developmental defect during embryogenesis characterized by muscular hypertrophy, adenoid hyperplasia, or vascular malformation that results in an enlarged, often protruding, tongue. Complications include difficulty in swallowing, breathing and mastication, drooling, dental and skeletal deformities, such as malocclusion, open bite, asymmetry in maxillary and mandibular arches. It may be isolated or associated with genetic syndromes.",ORPHANET,True,5
Q38.3,Other congenital malformations of tongue,Microglossia; Hypoglossia; Hypoplasia of tongue; Congenital malformation of tongue NOS; Aglossia. Absence of the tongue owing to a developmental abnormality. [https://orcid.org/0000-0002-0736-9199],HPO,True,13
Q38.4,Congenital malformations of salivary glands and ducts,Congenital fistula of salivary gland; Congenital malformations of salivary glands and ducts; Atresia of salivary glands and ducts; Congenital absence of salivary glands and ducts; Congenital accessory salivary glands and ducts,ICD10_XML,False,8
Q38.5,"Congenital malformations of palate, not elsewhere classified","Congenital high arched palate; Congenital absence of uvula; Congenital malformations of palate, not elsewhere classified; Congenital malformation of palate NOS. Lack of the uvula. [PMID:19125428]",HPO,True,7
Q38.6,Other congenital malformations of mouth,Congenital malformation of mouth NOS; Other congenital malformations of mouth. Congenital absence of or defects in structures of the mouth.,MSH,True,5
Q38.7,Pharyngeal pouch,Congenital diverticulum of pharynx; Pharyngeal pouch; Congenital pharyngeal pouch,ICD10_XML,False,5
Q38.8,Other congenital malformations of pharynx,Congenital malformation of pharynx NOS; Imperforate pharynx; Other congenital malformations of pharynx,ICD10_XML,False,6
Q39,Congenital malformations of oesophagus,Congenital malformations of esophagus; Congenital malformations of oesophagus. A structural abnormality of the esophagus. [https://orcid.org/0000-0002-0736-9199],HPO,True,4
Q39.0,Atresia of oesophagus without fistula,Atresia of esophagus NOS; Atresia of esophagus without fistula; Atresia of oesophagus without fistula. Congenital abnormality characterized by the lack of full development of the ESOPHAGUS that commonly occurs with TRACHEOESOPHAGEAL FISTULA. Symptoms include excessive SALIVATION; GAGGING; CYANOSIS; and DYSPNEA.,MSH,True,5
Q39.1,Atresia of oesophagus with tracheo-oesophageal fistula,"Atresia of esophagus with tracheo-esophageal fistula; Atresia of oesophagus with tracheo-oesophageal fistula; Atresia of esophagus with broncho-esophageal fistula. Esophageal atresia/tracheoesophageal fistula (EA/TEF) is a condition resulting from abnormal development before birth of the tube that carries food from the mouth to the stomach (the esophagus). During early development, the esophagus and windpipe (trachea) begin as a single tube that normally divides into the two adjacent passages between four and eight weeks after conception. If this separation does not occur properly, EA/TEF is the result.~In esophageal atresia (EA), the upper esophagus does not connect (atresia) to the lower esophagus and stomach. Almost 90 percent of babies born with esophageal atresia also have a tracheoesophageal fistula (TEF), in which the esophagus and the trachea are abnormally connected, allowing fluids from the esophagus to get into the airways and interfere with breathing. A small number of infants have only one of these abnormalities.~There are several types of EA/TEF, classified by the location of the malformation and the structures that are affected. In more than 80 percent of cases, the lower section of the malformed esophagus is connected to the trachea (EA with a distal TEF). Other possible configurations include having the upper section of the malformed esophagus connected to the trachea (EA with a proximal TEF), connections to the trachea from both the upper and lower sections of the malformed esophagus (EA with proximal and distal TEF), an esophagus that is malformed but does not connect to the trachea (isolated EA), and a connection to the trachea from an otherwise normal esophagus (H-type TEF with no EA).~While EA/TEF arises during fetal development, it generally becomes apparent shortly after birth. Saliva, liquids fed to the infant, or digestive fluids may enter the windpipe through the tracheoesophageal fistula, leading to coughing, respiratory distress, and a bluish appearance of the skin or lips (cyanosis). Esophageal atresia blocks liquids fed to the infant from entering the stomach, so they are spit back up, sometimes along with fluids from the respiratory tract. EA/TEF is a life-threatening condition; affected babies generally require surgery to correct the malformation in order to allow feeding and prevent lung damage from repeated exposure to esophageal fluids.~EA/TEF occurs alone (isolated EA/TEF) in about 40 percent of affected individuals. In other cases it occurs with other birth defects or as part of a genetic syndrome (non-isolated or syndromic EA/TEF).",MEDLINEPLUS,True,5
Q39.2,Congenital tracheo-oesophageal fistula without atresia,Congenital tracheo-esophageal fistula NOS; Congenital tracheo-esophageal fistula without atresia; Congenital tracheo-oesophageal fistula without atresia,ICD10_XML,False,5
Q39.3,Congenital stenosis and stricture of oesophagus,Congenital stenosis and stricture of esophagus; Congenital stenosis and stricture of oesophagus,ICD10_XML,False,4
Q39.4,Congenital oesophageal web,Oesophageal web; Esophageal web,ICD10_XML,False,4
Q39.5,Congenital dilatation of oesophagus,Congenital dilatation of esophagus; Congenital dilatation of oesophagus; Congenital cardiospasm,ICD10_XML,False,5
Q39.6,Diverticulum of oesophagus,"Congenital diverticulum of esophagus; Diverticulum of oesophagus; Congenital esophageal pouch. A rare, non-syndromic, congenital esophageal malformation characterized by a false diverticulum, most often located in the upper, posterior esophagus (pharyngo-esophageal) but may occur anywhere along the esophagus (mid-thoracic or epiphrenic). Many patients are asymptomatic, but bad breath, chronic cough, respiratory distress, food regurgitation, dysphagia, chest pain or discomfort, and aspiration pneumonia are typical presenting manifestations.",ORPHANET,True,5
Q39.8,Other congenital malformations of oesophagus,Congenital absence of esophagus; Congenital displacement of esophagus; Congenital duplication of esophagus; Other congenital malformations of esophagus; Other congenital malformations of oesophagus. A congenital abnormality characterized by the presence of a duplicated segment of the esophagus. The duplicated segment may by tubular or cystic.,NCI,True,7
Q39.9,"Congenital malformation of oesophagus, unspecified","Congenital malformation of esophagus, unspecified; Congenital malformation of oesophagus, unspecified. A structural abnormality of the esophagus. [https://orcid.org/0000-0002-0736-9199]",HPO,True,4
Q40,Other congenital malformations of upper alimentary tract,Other congenital malformations of upper alimentary tract,ICD10_XML,False,4
Q40.0,Congenital hypertrophic pyloric stenosis,Congenital hypertrophic pyloric stenosis; Congenital or infantile constriction; Congenital or infantile hypertrophy; Congenital or infantile spasm; Congenital or infantile stenosis. Narrowing of the pyloric canal due to HYPERTROPHY of the surrounding circular muscle. It is usually seen in infants or young children.,MSH,True,9
Q40.1,Congenital hiatus hernia,Congenital hiatus hernia; Congenital displacement of cardia through esophageal hiatus,ICD10_XML,False,5
Q40.2,Other specified congenital malformations of stomach,"Congenital hourglass stomach; Congenital displacement of stomach; Congenital diverticulum of stomach; Congenital duplication of stomach; Megalogastria. Gastric duplication is a usually cystic malformation of gastrointestinal tract, usually attached to the greater curvature of the stomach and has no communication with the stomach. [https://orcid.org/0000-0002-0736-9199]",HPO,True,10
Q40.3,"Congenital malformation of stomach, unspecified","Congenital malformation of stomach, unspecified",ICD10_XML,False,4
Q40.8,Other specified congenital malformations of upper alimentary tract,Other specified congenital malformations of upper alimentary tract; Oth congenital malformations of upper alimentary tract,ICD10_XML,False,4
Q40.9,"Congenital malformation of upper alimentary tract, unspecified","Congenital anomaly of upper alimentary tract; Congenital deformity of upper alimentary tract; Congenital malformation of upper alimentary tract, unspecified; Congenital malformation of upper alimentary tract, unsp",ICD10_XML,False,6
Q41,"Congenital absence, atresia and stenosis of small intestine","Congenital absence, atresia and stenosis of small intestine; congenital obstruction, occlusion or stricture of small intestine or intestine NOS",ICD10_XML,False,5
Q41.0,"Congenital absence, atresia and stenosis of duodenum","Congenital absence, atresia and stenosis of duodenum",ICD10_XML,False,4
Q41.1,"Congenital absence, atresia and stenosis of jejunum","Apple peel syndrome; Imperforate jejunum; Congenital absence, atresia and stenosis of jejunum. Congenital obliteration of the lumen of the intestine, with the ILEUM involved in 50% of the cases and the JEJUNUM and DUODENUM following in frequency. It is the most frequent cause of INTESTINAL OBSTRUCTION in NEWBORNS. (From Stedman, 25th ed)",MSH,True,6
Q41.2,"Congenital absence, atresia and stenosis of ileum","Congenital absence, atresia and stenosis of ileum",ICD10_XML,False,4
Q41.8,"Congenital absence, atresia and stenosis of other specified parts of small intestine","Congenital absence, atresia and stenosis of other specified parts of small intestine; Congenital absence, atresia and stenosis of prt sm int",ICD10_XML,False,4
Q41.9,"Congenital absence, atresia and stenosis of small intestine, part unspecified","Congenital absence, atresia and stenosis of small intestine, part unspecified; Congen absence, atresia and stenosis of sm int, part unsp; Congenital absence, atresia and stenosis of intestine NOS",ICD10_XML,False,5
Q42,"Congenital absence, atresia and stenosis of large intestine","Congenital absence, atresia and stenosis of large intestine; congenital obstruction, occlusion and stricture of large intestine",ICD10_XML,False,5
Q42.0,"Congenital absence, atresia and stenosis of rectum with fistula","Congenital absence, atresia and stenosis of rectum with fistula; Congenital absence, atresia and stenosis of rectum w fistula",ICD10_XML,False,4
Q42.1,"Congenital absence, atresia and stenosis of rectum without fistula","Congenital absence, atresia and stenosis of rectum without fistula; Congen absence, atresia and stenosis of rectum w/o fistula; Imperforate rectum. A developmental defect resulting in complete obliteration of the lumen of the rectum. That is, there is an abnormal closure, or atresia of the tubular structure of the rectum. [https://orcid.org/0000-0002-0736-9199, PMID:20006038]",HPO,True,5
Q42.2,"Congenital absence, atresia and stenosis of anus with fistula","Congenital absence, atresia and stenosis of anus with fistula; Congenital absence, atresia and stenosis of anus w fistula",ICD10_XML,False,4
Q42.3,"Congenital absence, atresia and stenosis of anus without fistula","Imperforate anus; Congenital absence, atresia and stenosis of anus without fistula; Congenital absence, atresia and stenosis of anus w/o fistula. A congenital abnormality characterized by the persistence of the anal membrane, resulting in a thin membrane covering the normal ANAL CANAL. Imperforation is not always complete and is treated by surgery in infancy. This defect is often associated with NEURAL TUBE DEFECTS; MENTAL RETARDATION; and DOWN SYNDROME.",MSH,True,5
Q42.8,"Congenital absence, atresia and stenosis of other parts of large intestine","Congenital absence, atresia and stenosis of other parts of large intestine; Congenital absence, atresia and stenosis of prt lg int",ICD10_XML,False,4
Q42.9,"Congenital absence, atresia and stenosis of large intestine, part unspecified","Congenital absence, atresia and stenosis of large intestine, part unspecified; Congen absence, atresia and stenosis of lg int, part unsp",ICD10_XML,False,4
Q43,Other congenital malformations of intestine,Other congenital malformations of intestine,ICD10_XML,False,4
Q43.0,Meckel diverticulum,Meckel's diverticulum; Persistent omphalomesenteric duct; Persistent vitelline duct; Meckel's diverticulum (displaced) (hypertrophic). A congenital abnormality characterized by the outpouching or sac formation in the ILEUM. It is a remnant of the embryonic YOLK SAC in which the VITELLINE DUCT failed to close.,MSH,True,6
Q43.1,Hirschsprung disease,"Hirschsprung's disease; Congenital (aganglionic) megacolon; Aganglionosis. Congenital MEGACOLON resulting from the absence of ganglion cells (aganglionosis) in a distal segment of the LARGE INTESTINE. The aganglionic segment is permanently contracted thus causing dilatation proximal to it. In most cases, the aganglionic segment is within the RECTUM and SIGMOID COLON.",MSH,True,6
Q43.2,Other congenital functional disorders of colon,Congenital dilatation of colon; Other congenital functional disorders of colon,ICD10_XML,False,5
Q43.3,Congenital malformations of intestinal fixation,"Congenital malformations of intestinal fixation; Malrotation of colon; Jackson's membrane; Universal mesentery; Congenital omental, anomalous adhesions [bands]. An anatomical anomaly that results from an abnormal rotation of the gut as it returns to the abdominal cavity during embryogenesis. [https://orcid.org/0000-0002-0736-9199]",HPO,True,12
Q43.4,Duplication of intestine,Duplication of intestine. A rare congenital abnormality characterized by the presence of a duplicated segment of the intestine. The duplicated segment is cystic.,NCI,True,4
Q43.5,Ectopic anus,Ectopic anus. Abnormal displacement or malposition of the anus. [https://orcid.org/0000-0002-0736-9199],HPO,True,4
Q43.6,Congenital fistula of rectum and anus,Congenital fistula of rectum and anus,ICD10_XML,False,4
Q43.7,Persistent cloaca,"Cloaca NOS; Persistent cloaca. A dilated cavity extended caudally from the hindgut. In adult birds, reptiles, amphibians, and many fishes but few mammals, cloaca is a common chamber into which the digestive, urinary and reproductive tracts discharge their contents. In most mammals, cloaca gives rise to LARGE INTESTINE; URINARY BLADDER; and GENITALIA.",MSH,True,5
Q43.8,Other specified congenital malformations of intestine,Transposition of intestine; Megaloduodenum; Dolichocolon; Microcolon; Transposition of colon. A rare congenital abnormality characterized by the presence of an abnormally small colon. It is the result of intestinal underutilization during fetal development.,NCI,True,14
Q43.9,"Congenital malformation of intestine, unspecified","Congenital malformation of intestine, unspecified",ICD10_XML,False,4
Q44,"Congenital malformations of gallbladder, bile ducts and liver","Congenital malformations of gallbladder, bile ducts and liver; Congenital malform of gallbladder, bile ducts and liver",ICD10_XML,False,4
Q44.0,"Agenesis, aplasia and hypoplasia of gallbladder","Congenital absence of gallbladder; Agenesis, aplasia and hypoplasia of gallbladder. A developmental defect in which the gallbladder fails to form. [https://orcid.org/0000-0002-6410-0882]",HPO,True,5
Q44.1,Other congenital malformations of gallbladder,Intrahepatic gallbladder; Other congenital malformations of gallbladder; Congenital malformation of gallbladder NOS,ICD10_XML,False,6
Q44.2,Atresia of bile ducts,"Atresia of bile ducts. Progressive destruction or the absence of all or part of the extrahepatic BILE DUCTS, resulting in the complete obstruction of BILE flow. Usually, biliary atresia is found in infants and accounts for one third of the neonatal cholestatic JAUNDICE.",MSH,True,4
Q44.3,Congenital stenosis and stricture of bile ducts,Congenital stenosis and stricture of bile ducts,ICD10_XML,False,4
Q44.4,Choledochal cyst,"Choledochal cyst. A congenital anatomic malformation of a bile duct, including cystic dilatation of the extrahepatic bile duct or the large intrahepatic bile duct. Classification is based on the site and type of dilatation. Type I is most common.",MSH,True,4
Q44.5,Other congenital malformations of bile ducts,Biliary duct duplication; Cystic duct duplication; Accessory hepatic duct; Other congenital malformations of bile ducts; Congenital malformation of bile duct NOS,ICD10_XML,False,8
Q44.6,Cystic disease of liver,Cystic disease of liver; Fibrocystic disease of liver,ICD10_XML,False,5
Q44.7,Other congenital malformations of liver,Other congenital malformations of liver,ICD10_XML,False,4
Q45,Other congenital malformations of digestive system,Other congenital malformations of digestive system,ICD10_XML,False,4
Q45.0,"Agenesis, aplasia and hypoplasia of pancreas","Congenital absence of pancreas; Agenesis, aplasia and hypoplasia of pancreas",ICD10_XML,False,5
Q45.1,Annular pancreas,Annular pancreas. A rare congenital abnormality in which the duodenum is surrounded by a ring of pancreatic tissue. It may result in constriction of the duodenum and feeding intolerance.,NCI,True,4
Q45.2,Congenital pancreatic cyst,"Congenital pancreatic cyst. A rare pancreatic disease characterized by a most commonly single, unilocular, thin-walled cystic lesion which may be located anywhere within the pancreas (but is more frequently found in the body and tail) and does not communicate with the pancreatic ductal system. Patients may be asymptomatic or present with signs and symptoms of gastrointestinal or biliary obstruction, or pancreatitis. The condition can be isolated or occur in association with other anomalies (such as von Hippel-Lindau disease or polycystic kidney disease).",ORPHANET,True,4
Q45.3,Other congenital malformations of pancreas and pancreatic duct,"Accessory pancreas; Other congenital malformations of pancreas and pancreatic duct; Oth congenital malformations of pancreas and pancreatic duct; Congenital malformation of pancreas or pancreatic duct NOS. A rare asymptomatic embryopathy characterized by the presence of pancreatic tissue in other sites of the body such as the splenic pedicle, gonadic pedicles, intestinal mesentery, duodenum wall, upper jejunum, or, more rarely, the gastric wall, ileum, gallbladder or spleen.",ORPHANET,True,6
Q45.8,Other specified congenital malformations of digestive system,"Malposition, congenital of digestive system; Duplication of digestive system; Other specified congenital malformations of digestive system; Absence (complete) (partial) of alimentary tract NOS",ICD10_XML,False,7
Q45.9,"Congenital malformation of digestive system, unspecified","Congenital anomaly of digestive system; Congenital deformity of digestive system; Congenital malformation of digestive system, unspecified. Congenital structural abnormalities of the DIGESTIVE SYSTEM.",MSH,True,6
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments","Congenital malformations of ovaries, fallopian tubes and broad ligaments; Congen malform of ovaries, fallopian tubes & broad ligaments",ICD10_XML,False,4
Q50.0,Congenital absence of ovary,Congenital absence of ovary,ICD10_XML,False,4
Q50.1,Developmental ovarian cyst,Developmental ovarian cyst,ICD10_XML,False,4
Q50.2,Congenital torsion of ovary,Congenital torsion of ovary,ICD10_XML,False,4
Q50.3,Other congenital malformations of ovary,Other congenital malformations of ovary,ICD10_XML,False,4
Q50.4,Embryonic cyst of fallopian tube,"Fimbrial cyst; Embryonic cyst of fallopian tube. A cyst (CYSTS) near the OVARY, derived from anomalies of the FALLOPIAN TUBES or the BROAD LIGAMENT. The paramesonephric type consists of ciliated cells similar to the oviduct epithelium. The mesonephric type consisted of an epithelium with minimally surface structures. They can be found on the thin oviduct (paratubal cysts) or near its fimbriated end (hydatid of Morgagni).",MSH,True,5
Q50.5,Embryonic cyst of broad ligament,"Parovarian cyst; Epoophoron cyst; Embryonic cyst of broad ligament. A cyst (CYSTS) near the OVARY, derived from anomalies of the FALLOPIAN TUBES or the BROAD LIGAMENT. The paramesonephric type consists of ciliated cells similar to the oviduct epithelium. The mesonephric type consisted of an epithelium with minimally surface structures. They can be found on the thin oviduct (paratubal cysts) or near its fimbriated end (hydatid of Morgagni).",MSH,True,6
Q50.6,Other congenital malformations of fallopian tube and broad ligament,Other congenital malformations of fallopian tube and broad ligament; Oth congenital malformations of fallop and broad ligament; Absence of fallopian tube and broad ligament; Accessory fallopian tube and broad ligament; Atresia of fallopian tube and broad ligament,ICD10_XML,False,8
Q51,Congenital malformations of uterus and cervix,Congenital malformations of uterus and cervix,ICD10_XML,False,4
Q51.0,Agenesis and aplasia of uterus,Congenital absence of uterus; Agenesis and aplasia of uterus. A congenital abnormality characterized by the complete absence of the uterus.,NCI,True,5
Q51.1,Doubling of uterus with doubling of cervix and vagina,Doubling of uterus with doubling of cervix and vagina,ICD10_XML,False,4
Q51.2,Other doubling of uterus,Septate uterus; Doubling of uterus NOS; Other doubling of uterus. A congenital duplication of the UTERUS in which a septum is formed separating the uterus. The partitioning septum can also separate the CERVIX and VAGINA.,MSH,True,6
Q51.3,Bicornate uterus,"Bicornate uterus; Bicornate uterus, complete or partial. A congenital uterine anomaly in which the UTERUS is divided into two uterine horns with a significant cleft at the uterine fundus due to partial fusion of the MULLERIAN DUCTS. Bicornuate uterus is sometimes associated with a longitudinal vaginal septum and abnormal development of renal tracts.",MSH,True,5
Q51.4,Unicornate uterus,"Unicornate uterus; Uterus with only one functioning horn; Unicornate uterus with or without a separate uterine horn. A uterus that has a single horn, with a banana-like shape that may or may not have a secondary rudimentary uterine horn. [PMID:28811816]",HPO,True,6
Q51.5,Agenesis and aplasia of cervix,Congenital absence of cervix; Agenesis and aplasia of cervix. Congenital absence of the uterine cervix. [],HPO,True,5
